date,normalized_strain_index,strain_index,l2_return_magnitude,graph_total_variation,systemic_ratio,total_persistence,wasserstein_distance
2025-01-02,-0.618365026639955,13.059638105676175,0.3130553945952359,8.383730117647367,0.4265015364934669,20.448789999999992,2.943217870186312
2025-01-03,0.050470706669959876,15.15624151247276,0.3778908366491783,8.223820885346047,0.6081830550080501,19.680768999999987,3.281282628563895
2025-01-06,-0.18412127790338112,14.420864603661977,0.4138347558575017,14.060880389313885,0.44030040026367906,19.357248,3.291089641994563
2025-01-07,-0.4310935702390808,13.646679069445822,0.3499815393334423,10.435203817479831,0.4381015307903605,17.69436600000002,3.4520939569490006
2025-01-08,-0.5143513444459792,13.385690422531528,0.3532411319428642,9.89239182310696,0.45077747609113133,18.08778600000001,3.1077337199041546
2025-01-10,0.9268083687958022,17.903302466923652,0.6165225758676127,18.058849657674827,0.6733612123456411,17.129303,3.7067548603189757
2025-01-13,0.2105605035159004,15.658075964109402,0.47686366690134285,14.162957865398042,0.5650257501677727,16.213239999999995,3.63524517106182
2025-01-14,-0.4467437325002563,13.597620411423291,0.3533215573207315,9.481907545822038,0.5206403352650295,15.572888999999993,3.2177773240162524
2025-01-15,-0.08334400218307794,14.736771737626308,0.4266040192353169,14.20219683320895,0.5230986466683858,14.970322,3.5813836073326457
2025-01-16,-0.5001774322039704,13.430121470716063,0.3725796578794909,10.969127543204179,0.50375154313354,13.88520299999999,3.2513756948400467
2025-01-17,-1.070350261523158,11.642797264071831,0.3154258994906068,9.910625278372512,0.4093189340092766,13.590712000000009,2.7844196400811594
2025-01-21,-0.18096528715046226,14.430757706908185,0.4541223736046317,13.775540346360287,0.5803935170710369,13.400919000000004,3.063038634161175
2025-01-22,0.1928506166880311,15.602560675065945,0.4252077265217841,15.918634283110656,0.4229443599949703,16.445607999999982,4.655343088536522
2025-01-23,-0.3833137065704836,13.796454896236822,0.37845102878220166,11.04493728306425,0.4917820240793532,15.516269000000015,3.360959778294914
2025-01-24,-1.0436081011638074,11.726626075425926,0.2959342221735518,8.878704575735181,0.36388385733690254,14.833963999999995,3.1350335691777222
2025-01-27,2.088354236003571,21.544407301868034,0.9467577827503147,50.33512512741468,0.5602291831154876,15.12487199999999,4.14326851358077
2025-01-28,-0.21154336232407212,14.334904430252337,0.49911824131055094,20.426563780834297,0.4469126915264196,14.848664000000007,3.019891692079611
2025-01-29,-0.7396935125009881,12.679308969344214,0.385370488734722,13.713431170778733,0.40352127168939533,15.216948,2.8596845618224638
2025-01-30,0.3625440047411024,16.134499561976565,0.5412940788321078,19.800620804395255,0.5378508925268789,15.989462999999994,3.5743262787499597
2025-01-31,-0.0921211321115702,14.70925801550667,0.4373091072446028,15.684425611357895,0.4668993574195967,16.15869600000001,3.6108482254198004
