date,normalized_strain_index,strain_index,l2_return_magnitude,graph_total_variation,systemic_ratio,total_persistence,wasserstein_distance
2024-01-24,-0.7217425806779721,12.735579863587644,0.40356782476377706,15.490666172841,0.4208681494010748,12.558514999999993,2.9841393663762656
2024-01-25,-0.18290895823925557,14.424664869424324,0.45554657669542237,15.711280535271301,0.5310916755762384,13.042066000000009,3.3134510770315995
2024-01-26,-1.2142873520939022,11.191596798209195,0.3169974025680642,11.16657798939508,0.33280011857294334,13.957882000000003,2.7769764464712265
2024-01-29,0.146919145206327,15.458579014410414,0.30900659609757886,7.177806696115612,0.5224505693561348,17.40586499999999,4.857094846845813
2024-01-30,-0.5385558360999597,13.309816456572236,0.35294854946211746,12.048001389120726,0.3775866550846861,17.723830000000003,3.454842364739307
2024-01-31,0.6267449261045153,16.962691783507676,0.5277933214936497,19.323044514355256,0.5685121385210229,16.50561100000001,4.084282908002373
2024-02-01,0.4327351302146891,16.35452810630468,0.5219601538113119,19.004793029306235,0.5584563110448387,16.14511400000001,3.745218202757486
2024-02-02,-0.22872291713040546,14.281051576195095,0.4802374203568522,18.386317963707597,0.4502497511376115,16.20263599999999,2.9729172475545846
2024-02-05,-0.059383867056298514,14.811879717706127,0.4645451394820634,16.041038240919484,0.5167355617554571,16.451673000000014,3.16098603033384
2024-02-06,-0.2248505863222145,14.293190194932642,0.45893586347995946,18.34123782572647,0.43488865061545856,16.71969900000001,3.1197122550700875
2024-02-07,-0.3937144803262915,13.763851528019886,0.4197955766003714,16.95822407061386,0.3970943175267571,17.153523999999997,3.1481217295955006
2024-02-08,0.03639087872401317,15.112105390898492,0.4711421561583842,20.134161998337046,0.40048701548769766,18.748013999999994,3.5607024714736872
2024-02-09,-0.32856199722875823,13.968085409704928,0.3987763367009661,13.971839519844771,0.412480632032021,18.427891,3.3175441022746455
2024-02-12,-0.3895425114347105,13.776929424064482,0.3473597751317945,10.174930919797166,0.4685392572141879,18.01103100000002,3.34067888812153
2024-02-13,0.8230029571003029,17.577903016855903,0.5389824962104298,14.313471029418476,0.6980205318969458,16.759478999999995,3.9493745850160673
2024-02-14,0.03533426583269363,15.10879322009589,0.47675387767451394,16.88205462582773,0.5248708572921947,17.116048000000003,3.1428944725693713
2024-02-15,0.3503425366385975,16.096251546331477,0.49517785260803604,17.909437388180944,0.5390575571649086,18.012902,3.5845891953466262
2024-02-16,-0.1050850788214657,14.668619853572666,0.4374274893054859,16.190208681686364,0.43560179363099105,18.516243999999997,3.403776926011998
2024-02-20,-0.6434528373457574,12.980995194158048,0.3197924078418093,9.449202710881192,0.4173299378778427,18.421846000000023,3.13964802484444
2024-02-21,0.21109237555100668,15.659743226585444,0.4834388860612937,14.593461028491571,0.5569401424871913,18.965248000000006,3.2222497249179147
2024-02-22,0.7252305649606847,17.271415309573687,0.5729559349335591,24.31201357925403,0.5128436180136589,18.603406999999994,3.86610135813625
