date,strain_index,l2_return_magnitude,graph_total_variation,systemic_ratio,total_persistence,wasserstein_distance
2024-01-02,0.022260314807695795,0.46597079351307114,23.713861331419274,0.5965938194125289,16.186916,3.4248995522998906
2024-01-03,0.030383571733438794,0.49948614020127197,17.45255564896706,0.746822496581113,15.6808,3.4054369785505187
2024-01-04,0.02178192230024094,0.2566343850171202,8.007255701446717,0.5627323266251019,15.526949999999994,2.642836908357126
2024-01-05,0.02106219335843285,0.2337241718158365,6.952933937111689,0.5556084817498065,14.649509,2.961306927083011
2024-01-08,0.03182963987352868,0.4150548875708695,10.916721684101724,0.7638990415518627,14.378574999999987,3.165380554574001
2024-01-09,0.024340803096622794,0.3223393961039923,10.871766665030979,0.6205322630718512,12.946567000000007,3.285545236414584
2024-01-10,0.022376698201431844,0.2739418004523034,8.803542393523237,0.5772768865187292,13.311970999999994,3.037317402986692
2024-01-11,0.022764139172987505,0.2862306906467643,9.623215475867939,0.5822085629832862,13.040962000000007,2.9886247023381585
2024-01-12,0.02250873409432777,0.3340473191901951,13.50381378185983,0.5658591470347255,12.586986999999997,2.687487659737463
2024-01-16,0.02628321217277232,0.3634985535386938,13.075428577600453,0.6451254184016283,11.559597000000005,3.0458139690627153
2024-01-17,0.02981031036502021,0.2936837237162444,6.679862345349747,0.7275072403847969,12.060703000000006,3.3859017452660596
2024-01-18,0.025310394967296458,0.35365459588974846,12.727158386634787,0.634310741536878,12.289598999999988,3.2158712424614135
2024-01-19,0.027840573938749814,0.4826466154785287,20.60143579634986,0.6713959635382982,12.079848000000013,2.911465593206582
2024-01-22,0.031132540447997792,0.42097690726494413,12.841971344141507,0.7246845435676637,11.586997000000004,2.6523116751090887
2024-01-23,0.02451812463220156,0.37653008774581387,15.455422214283603,0.6068417642950569,12.051828000000008,2.8410493253921376
2024-01-24,0.026307553032606606,0.4035249346732213,15.583098113259451,0.6466417635366772,12.423617999999998,2.999069415160146
2024-01-25,0.0295893547492068,0.454200136426185,15.675218511722257,0.7173710427323806,12.850775000000013,3.255838693038541
2024-01-26,0.02337828523827797,0.31726304588700144,11.233544248195486,0.590291681555948,13.819509000000002,2.7874477748373656
2024-01-29,0.025866998348350753,0.30941725720762747,7.247357181770592,0.7137111165284594,17.240001999999997,4.861649180636324
2024-01-30,0.023838189725234462,0.35438764351151053,12.204483307905868,0.6296582486902568,17.289691,3.398934357317237
2024-01-31,0.02914541210236443,0.5314301848436358,19.583533275475666,0.7405744541062635,16.189762,3.9618893519694884
2024-02-01,0.028972680688548868,0.5281241832640168,19.73889062474237,0.733315354350193,15.981418999999999,3.8498672228141615
2024-02-02,0.027586240966318582,0.4820895396688985,18.66637297905646,0.6831277800859963,16.019978999999996,3.015696837750256
2024-02-05,0.028957120117246285,0.46487284160841036,16.142390046908993,0.7137564095902524,16.30608400000002,3.1202729720380016
2024-02-06,0.026478452584803802,0.4449713165047083,17.108948887724093,0.6681282949707972,16.515780000000003,3.1297945368136966
2024-02-07,0.024716408052891988,0.4182264986066165,16.9193974978713,0.6362131256910921,16.675786000000002,3.1453956174073148
2024-02-08,0.024343969015840097,0.4691405703813473,20.0860239981281,0.6474820541433315,18.368973999999987,3.5771669337138796
2024-02-09,0.025199122049873197,0.4017012160021205,14.260438670382177,0.6566830498536064,18.08739899999999,3.3584214878016825
2024-02-12,0.026436320313696332,0.35231994331504213,10.617923655448156,0.6790519706396237,17.852820000000015,3.293289071196933
2024-02-13,0.03325423567728259,0.5435516003946456,14.567000791120513,0.8176828395318586,16.602155999999997,3.9502997368034
2024-02-14,0.028993092621608853,0.47691118503604646,16.925088908515498,0.7174519330202986,16.957966000000003,3.141860701750972
2024-02-15,0.027822403123444386,0.5163219205150762,20.19291775584411,0.7127445341514934,17.828910999999994,3.641691892193125
2024-02-16,0.025781632032790755,0.4421715658184145,16.507734264769226,0.6718615169657028,18.346149999999994,3.4815437680846126
2024-02-20,0.025145972782205085,0.3203897850772131,9.505649710777723,0.6508786813675226,18.12013700000001,3.1261111671922963
2024-02-21,0.030347850862287685,0.48347873505152106,14.607288115742003,0.7504619637009311,18.859352,3.1878201763706073
2024-02-22,0.02705460028394422,0.5815057521333049,25.934830154092534,0.7044811007782403,18.541361,3.77520109825672
2024-02-23,0.023372782611200536,0.3747120351153547,14.227730627678115,0.6186909114225897,18.280056000000016,3.2076979021441656
2024-02-26,0.025235729808220694,0.367591440548447,12.238109754439089,0.6543586378644232,17.616782999999998,3.2893888665146083
2024-02-27,0.024070402373542958,0.36269794299706837,11.055963464956745,0.6754676163644637,20.327836000000012,4.412335179301456
2024-02-28,0.02101313822006335,0.30703415742011936,8.893806761799649,0.639156832458816,21.964916000000006,4.920553783973238
2024-02-29,0.02530400542300539,0.37223696457483624,11.231336682441084,0.6878402274213147,22.12053800000002,3.8042758622596216
2024-03-01,0.026394211074938577,0.4990370679686806,18.608136718622443,0.7020010347050121,21.90831899999996,3.699865402569591
2024-03-04,0.023870132933128153,0.4379839016102118,16.806628270158527,0.6578196360645933,22.304211999999985,3.7369428368386925
2024-03-05,0.02391247612695338,0.4369775887435251,14.663470361054154,0.697690139303905,22.648767999999997,5.032739813618296
2024-03-06,0.02707293808365051,0.3751993880659283,9.902068886272382,0.7206568386509077,22.077199000000014,3.78133612610113
2024-03-07,0.029752515499917767,0.3632374401820478,8.024966229018483,0.7576797956331592,22.15180299999999,3.263797998755741
2024-03-08,0.02575307156055427,0.3420288552112721,9.322698007441625,0.683470838409218,22.340651,3.3189331311503687
2024-03-11,0.02671980382433425,0.3471546863566595,8.728269234318935,0.7089614071688406,22.437829999999998,3.54272537141606
2024-03-12,0.028600962126906108,0.363735222966152,8.778999544347721,0.729413374670661,22.480363000000015,3.025753279060274
2024-03-13,0.02742977336634569,0.3901465822978774,10.663333529201623,0.7142727428006681,22.809375999999997,3.2643914040662128
2024-03-14,0.029482768075417196,0.3867097748933173,8.609403382061545,0.7743180102399805,22.041329999999995,4.043027460237684
2024-03-15,0.02440791433431749,0.37864133645086784,10.141263867037676,0.7114529393954857,24.109501999999946,4.955514402998965
2024-03-18,0.026272715667453872,0.25986494261015736,5.012415501816532,0.7027801958250184,24.055943000000006,3.2992994919284695
2024-03-19,0.028170773857521994,0.2951792502302376,5.6132936598198,0.7421423593192217,24.13334499999999,3.418170458138811
